dataset,prompt_type,model,"(2,1,1)_run0","(2,1,1)_run1","(2,1,1)_run2","(2,1,1)_run3","(2,1,1)_run4","(2,1,1)_run5","(2,5,1)_run0","(2,5,1)_run1","(2,5,1)_run2","(2,5,1)_run3","(2,5,1)_run4","(2,5,1)_run5","(3,1,1)_run0","(3,1,1)_run1","(3,1,1)_run2","(3,1,1)_run3","(3,5,1)_run0","(3,5,1)_run1","(3,5,1)_run2","(3,5,1)_run3","(4,1,1)_run0","(4,1,1)_run1","(4,1,1)_run2","(4,5,1)_run0","(4,5,1)_run1","(4,5,1)_run2"
cifar10,axioms_ontology_v2,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,0.7500,1.0000
cifar10,classification,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,0.7500,1.0000
cifar10,features,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,0.7500,1.0000
cifar10,nle,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,0.7500,1.0000
cifar10,rulebased,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,0.7500,1.0000
dtd,axioms_ontology_v2,google/gemini-2.5-flash,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,0.7500,0.7500,1.0000
dtd,classification,google/gemini-2.5-flash,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,0.7500,1.0000,1.0000
dtd,features,google/gemini-2.5-flash,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
dtd,nle,google/gemini-2.5-flash,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
dtd,rulebased,google/gemini-2.5-flash,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,0.7500,1.0000
flowers,axioms_ontology_v2,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,classification,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,features,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,nle,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,rulebased,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,axioms_ontology_v2,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,1.0000,1.0000
pets,classification,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,1.0000
pets,features,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,nle,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,rulebased,google/gemini-2.5-flash,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000
cifar10,axioms_ontology_v2,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,0.7500,1.0000,1.0000,1.0000
cifar10,classification,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,0.7500,1.0000,1.0000,1.0000
cifar10,features,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,1.0000
cifar10,nle,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,1.0000
cifar10,rulebased,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000
dtd,axioms_ontology_v2,google/gemma-4-26b-a4b-it,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,1.0000,0.7500,0.5000,0.7500,0.7500,1.0000
dtd,classification,google/gemma-4-26b-a4b-it,1.0000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,0.7500,0.7500,0.5000,0.7500,0.7500,1.0000
dtd,features,google/gemma-4-26b-a4b-it,1.0000,0.5000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,0.5000,0.7500,0.5000,1.0000,0.7500,1.0000
dtd,nle,google/gemma-4-26b-a4b-it,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,0.7500,0.7500,0.5000,1.0000,0.7500,1.0000
dtd,rulebased,google/gemma-4-26b-a4b-it,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,1.0000,1.0000,0.7500,0.7500,0.5000,1.0000
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,classification,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,features,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,nle,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,rulebased,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,axioms_ontology_v2,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,0.5000,1.0000
pets,classification,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000
pets,features,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000
pets,nle,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,0.7500,1.0000
pets,rulebased,google/gemma-4-26b-a4b-it,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,1.0000
cifar10,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,0.7500,0.5000,0.5000,1.0000,1.0000,0.7500
cifar10,classification,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000
cifar10,features,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,0.7500,1.0000
cifar10,nle,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,0.7500,1.0000
cifar10,rulebased,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
dtd,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,1.0000,0.5000,0.5000,1.0000,0.5000,1.0000,0.5000,0.5000,1.0000,0.5000,1.0000,1.0000,1.0000,0.6667,0.3333,1.0000,1.0000,0.6667,0.6667,1.0000,0.7500,0.7500,0.5000,0.5000,0.5000,1.0000
dtd,classification,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000
dtd,features,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,0.5000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,1.0000,1.0000,0.7500,0.7500,0.5000,1.0000
dtd,nle,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,0.5000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,0.7500,0.5000,1.0000
dtd,rulebased,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,0.7500,0.7500,0.5000,1.0000
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,0.7500,1.0000,1.0000,1.0000
flowers,classification,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,features,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,nle,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,rulebased,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.5000,0.7500,0.7500,0.7500,0.5000,0.7500
pets,classification,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000
pets,features,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,0.7500,1.0000
pets,nle,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000
pets,rulebased,qwen/qwen3-vl-8b-instruct,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,0.7500,1.0000
cifar10,axioms_ontology_v2,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,0.7500,1.0000
cifar10,classification,meta-llama/llama-4-scout,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000,0.2500,0.7500,0.7500,1.0000,1.0000,1.0000
cifar10,features,meta-llama/llama-4-scout,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.5000,0.7500,0.7500,1.0000,1.0000,1.0000
cifar10,nle,meta-llama/llama-4-scout,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000
cifar10,rulebased,meta-llama/llama-4-scout,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,1.0000,0.6667,1.0000,1.0000,0.6667,1.0000,0.7500,0.7500,1.0000,0.7500,0.7500,1.0000
dtd,axioms_ontology_v2,meta-llama/llama-4-scout,1.0000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,0.7500,0.5000,1.0000,0.7500,0.5000,1.0000
dtd,classification,meta-llama/llama-4-scout,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,0.6667,1.0000,0.6667,0.6667,0.6667,0.5000,0.7500,0.7500,0.7500,0.2500,1.0000
dtd,features,meta-llama/llama-4-scout,1.0000,0.5000,0.5000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.5000,0.7500,0.5000,0.5000,0.2500,1.0000
dtd,nle,meta-llama/llama-4-scout,1.0000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,1.0000,0.6667,0.6667,0.6667,0.5000,1.0000,0.5000,0.5000,0.2500,1.0000
dtd,rulebased,meta-llama/llama-4-scout,1.0000,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667,0.6667,0.3333,1.0000,0.6667,0.2500,0.5000,0.5000,0.7500,0.2500,1.0000
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.5000,1.0000,1.0000,1.0000,1.0000
flowers,classification,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,features,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,nle,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
flowers,rulebased,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,axioms_ontology_v2,meta-llama/llama-4-scout,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
pets,classification,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,1.0000,1.0000,1.0000
pets,features,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.5000,1.0000,1.0000,1.0000
pets,nle,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,1.0000,1.0000,1.0000,1.0000
pets,rulebased,meta-llama/llama-4-scout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,0.7500,0.7500,1.0000
